step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
1,PdCl₂,"0.05 M aqueous solution, 3.0 mL",ethylene glycol (EG),50 mL,KOH solution (0.8 M),to adjust pH to ~7.4,SF-MWCNTs,"not specified, but used as support",,,,,SF-MWCNT-Pd,170.00,0.22,,,-,_20260322_140543_ramulifho_2012_fast_microwave_assisted_solvotherma.json,,0,,0,,0,,,
1,(NH4)6Mo7O24·4H2O,0.211 g,Cu(NO3)2·3H2O,0.12 g,citric acid,0.1 g,H2O,3 mL,,,,,[CuMo3O10]·H2O (1),,,HE,CuMo3O10,-,_20260322_140553_najafi_2015_sonochemical_preparation_of_bimetallic.json,O,10,,0,,0,,,140.00
2,[CuMo3O10]·H2O (1),0.1 g,H2O,10 mL,,,,,,,,,nanosized [CuMo3O10]·H2O (1),,0.25,AIR,CuMo3O10,-,_20260322_140553_najafi_2015_sonochemical_preparation_of_bimetallic.json,O,10,,0,,0,,,
1,Pt or Pd precursor,not specified,Co₃O₄,not specified,,,,,,,,,Pt/Co₃O₄ or Pd/Co₃O₄ (impregnated precursor),,,AIR,Pt1Coₘ or Pd1Coₙ,,_20260322_140922_nguyen_2016_reduction_of_nitric_oxide_with_hydroge.json,,0,,0,,0,,,
2,Pt/Co₃O₄ or Pd/Co₃O₄,all,,,,,,,,,,,Pt–O–Co₃O₄ or Pd–O–Co₃O₄ (calcined precursor),,,AIR,Pt1Coₘ or Pd1Coₙ,,_20260322_140922_nguyen_2016_reduction_of_nitric_oxide_with_hydroge.json,,0,,0,,0,,,
3,Pt–O–Co₃O₄ or Pd–O–Co₃O₄,all,5% H₂,flowing gas,or NO + H₂ mixture,flowing gas,,,,,,,Pt₁Coₘ/Co₃O₄ or Pd₁Coₙ/Co₃O₄ (singly dispersed bimetallic sites),,,AR,Pt1Coₘ or Pd1Coₙ,,_20260322_140922_nguyen_2016_reduction_of_nitric_oxide_with_hydroge.json,,0,,0,,0,,,
1,Ag salt,not specified,Pd salt,not specified,g-C₃N₄,"support, not quantified",,,,,,,AgPd@g-C₃N₄,,,,,-,_20260322_140929_nasir_baig_2016_a_photoactive_bimetallic_framework.json,,0,,0,,0,,,
1,syn-p-terphenyl bisphenoxyimine,not specified,"base (e.g., n-BuLi or NaH)",not specified,,,,,,,,,deprotonated ligand salt,,,HE,Ni22,>8 Å,_20260322_141106_radlauer_2013_bimetallic_coordination_insertion_po.json,,0,,0,,0,,,
2,deprotonated ligand salt,not specified,NiClMe(PMe₃)₂,not specified,,,,,,,,,¹-s (dinickel bisphenoxyiminato complex),,,HE,Ni22,>8 Å,_20260322_141106_radlauer_2013_bimetallic_coordination_insertion_po.json,,0,,0,,0,,,
1,Pluronic F127,0.003–0.009 mol per mol Ti(OiPr)₄,anhydrous ethanol,25–40 mol per mol Ti(OiPr)₄,H₂O,0.7–15 mol per mol Ti(OiPr)₄,HNO₃,0.13–1.8 mol per mol Ti(OiPr)₄,Ti(OiPr)₄,1 mol (reference),,,"TiO₂ sol (mesoporous, template-containing)",,,AIR,PtSn,-,_20260322_141223_okhlopkova_2013_synthesis_of_mesoporous_bimetallic.json,,0,,0,,0,yes,24.00,
2,[Pt₃(CO)ₙ(SnCl₃)₂(SnCl₂·H₂O)₂],"not quantified (solution concentration: 0.6–3.6 wt% Pt, e.g., 2 or 10 mg/mL)",TiO₂ sol or TiO₂-coated capillary,as support,,,,,,,,,Pt-Sn/TiO₂ precursor adsorbed on support,,,CO,PtSn,-,_20260322_141223_okhlopkova_2013_synthesis_of_mesoporous_bimetallic.json,,0,,0,,0,,,
3,Pt-Sn/TiO₂ precursor adsorbed on support,all,,,,,,,,,,,"Pt-Sn/TiO₂ catalyst (nanoparticles ~1.5–3.2 nm, bimetallic)",189.85,2.00,AR,PtSn,-,_20260322_141223_okhlopkova_2013_synthesis_of_mesoporous_bimetallic.json,,0,,0,,0,,,
1,platinic precursor,not specified,palladic precursor,not specified,screen-printed gold-film electrode (SPGFE),substrate,,,,,,,porous Pt-Pd bimetallic architectures,,,AIR,,-,_20260322_141231_niu_2013_enhancing_the_electrocatalytic_activity_o.json,,0,,0,,0,,,
1,"2,3,5,6-tetramethylbenzene-1,4-diamine",1 equiv,2-acetylpyridine,2.2 equiv,n-butanol,solvent,acid catalyst (H⁺),catalytic,,,,,L1b,,,N₂,Ni2,,_20260322_141404_pelletier_2008_from_symmetrical_to_unsymmetrical_b.json,,0,,0,,0,,,90.00
2,L1b,1 equiv,(DME)NiBr₂,2 equiv,n-butanol,solvent,,,,,,,[(L1b)Ni₂Br₂] (1b),100.00,,N₂,Ni2,,_20260322_141404_pelletier_2008_from_symmetrical_to_unsymmetrical_b.json,,0,,0,,0,,,
1,Et₂Zn,not specified,NaOCH₂CH₂OH,not specified,,,,,,,,,NaOCH₂CH₂OZnEt (complex I),,,AR,Zn M,-,_20260322_141449_nikitinskii_2004_synthesis_of_heterobimetallic_zin.json,,0,,0,,0,,,
2,NaOCH₂CH₂OZnEt,0.52 g,Ph₃SnCl,1.13 g in 15 mL THF,,,,,,,,,Ph₃SnOCH₂CH₂OZnEt (complex II),,,AR,Zn M,-,_20260322_141449_nikitinskii_2004_synthesis_of_heterobimetallic_zin.json,,0,,0,,0,,,
3,NaOCH₂CH₂OZnEt,0.38 g,Cp₂TiCl₂,0.25 g in 10 mL THF,,,,,,,,,Cp₂Ti(OCH₂CH₂OZnEt)₂ (complex III),,,AR,Zn M,-,_20260322_141449_nikitinskii_2004_synthesis_of_heterobimetallic_zin.json,,0,,0,,0,,,
4,NaOCH₂CH₂OZnEt,0.48 g in 10 mL THF,Cp₂LuCl(THF),not specified,,,,,,,,,Cp₂LuOCH₂CH₂OZnEt (complex IV),70.00,5.00,AR,Zn M,-,_20260322_141449_nikitinskii_2004_synthesis_of_heterobimetallic_zin.json,,0,,0,,0,,,
1,HAuCl₄,adjusted for ~5 wt% Au loading,K₂PdCl₄,adjusted for ~5 wt% Pd loading (or bimetallic Au:Pd = 1:2 molar ratio),tetraoctylammonium chloride,as phase transfer agent,deionized water,aqueous phase,dichloromethane,"organic phase, for extraction and mixing",,,separate dichloromethane solutions containing tetrachloroaurate [AuCl₄]⁻ and tetrachloropalladate [PdCl₄]²⁻ anions,,,AIR,,-,_20260322_141507_paunovic_2015_direct_synthesis_of_hydrogen_peroxid.json,,0,,0,,0,,,
2,mixed dichloromethane solutions of [AuCl₄]⁻ and [PdCl₄]²⁻,"stoichiometric ratio (e.g., Au:Pd = 1:2)",NaBH₄,"excess, for complete reduction",,,,,,,,,"colloidal Au-Pd bimetallic nanoparticles (e.g., Au₁Pd₂) stabilized in dichloromethane",,,AIR,,-,_20260322_141507_paunovic_2015_direct_synthesis_of_hydrogen_peroxid.json,,0,,0,,0,,,
1,"Ag precursor (e.g., AgNO₃)",not specified,"Pd precursor (e.g., PdCl₂ or Pd(NO₃)₂)",not specified,Al₂O₃ support,not specified,,,,,,,Ag-Pd/Al₂O₃ bimetallic catalyst,99.85,10.00,AIR,,-,_20260322_141656_rao_peela_2013_core_shell_nanocatalyst_design_by_c.json,,0,,0,,0,,,
1,[Pd₂Ru₂(CO)₆]²⁻,"anionic molecular precursor, isolated as its NEt₄⁺ salt",MCM-41,mesoporous silica support,,,,,,,,,encapsulated [Pd₂Ru₂(CO)₆]²⁻/MCM-41,,,AIR,Pd2Ru2,"2.73 Å (Pd–Ru distance from EXAFS), 3.9 Å (Pd–Pd/Ru–Ru distances implied from cluster geometry)",_20260322_141901_raja_1999_preparation_and_characterisation_of_a_hi.json,,0,,0,,0,,,
2,encapsulated [Pd₂Ru₂(CO)₆]²⁻/MCM-41,all,none (thermal treatment only),N/A,,,,,,,,,Pd₆Ru/MCM-41 bimetallic nanoparticle catalyst (≈17 Å diameter nanoparticles),180.00,1.00,,Pd2Ru2,"2.73 Å (Pd–Ru distance from EXAFS), 3.9 Å (Pd–Pd/Ru–Ru distances implied from cluster geometry)",_20260322_141901_raja_1999_preparation_and_characterisation_of_a_hi.json,,0,,0,,0,,,
1,AgNO3,0.081 mmol,SnCl4·5H2O,0.081 mmol,methanol,5 mL,polyvinylpyrrolidone (PVP),0.0056 mmol,NaBH4,0.81 mmol,,,AgSn bimetallic nanoparticles (colloidal dispersion),,,AIR,,-,_20260322_155700_rout_2015_supported_bimetallic_agsn_nanoparticle_a.json,,0,,0,,0,yes,,
2,AgSn bimetallic nanoparticles (colloidal dispersion),all,Ti(OiPr)4,not specified,PVP,used in sol-gel trapping (implied),Tris-HCl buffer,"not specified (inferred from analogous DAC syntheses, but not stated here)",,,,,AgSn/TiO2 photocatalyst,150.00,2.00,AIR,,-,_20260322_155700_rout_2015_supported_bimetallic_agsn_nanoparticle_a.json,,0,,0,,0,,,
1,NH₄VO₃,for 5 wt.% V loading,Zn(NO₃)₂·6H₂O,for 5 wt.% Zn loading,Cu(NO₃)₂·3H₂O,for 5 wt.% Cu loading,Ni(NO₃)₂·6H₂O,for 5 wt.% Ni loading,Co(NO₃)₂·6H₂O,for 5 wt.% Co loading,Cr(NO₃)₃·9H₂O,for 5 wt.% Cr loading,wet impregnated H-ZSM-5,,,AIR,Fe Cu,-,_20260322_155756_safa_2015_synthesis_of_novel_organosilicon_compoun.json,,0,,0,,0,yes,,45.00
2,wet impregnated H-ZSM-5,all from step 1,,,,,,,,,,,"M/ZSM-5 (monometallic) or M-Cu/ZSM-5 (bimetallic, e.g., Fe-Cu/ZSM-5)",100.00,4.00,AIR,Fe Cu,-,_20260322_155756_safa_2015_synthesis_of_novel_organosilicon_compoun.json,,0,,0,,0,,,
1,"2,7-di(2,6-diisopropylphenyl)imino-1,8-dihydroxynaphthalene",not reported,NaH,not reported,Ni(cod)₂,not reported,THF,not reported,,,,,FI-Ni₂-A or FI-Ni₂-B (binuclear Ni(II) complex),,,,Ni2O2N2,,_20260322_155944_rodriguez_2008_neutral_bimetallic_nickel_ii_phenox.json,O,2,N,2,,0,,,
1,Cu nanoparticles supported on nitrogen-doped carbon nanotubes (Cu/NCNTs),not specified,Pt(NO₃)₂ aqueous solution,"concentration controlled, not numerically specified",,,,,,,,,Pt-Cu/NCNTs bimetallic nanoparticles,,,AIR,,-,_20260322_160147_sun_2012_rapid_and_surfactant_free_synthesis_of_bi.json,,0,,0,,0,,,0.00
2,Pt-Cu/NCNTs,all from step 1,deaerated HClO₄ (0.1 M),not specified,,,,,,,,,electrochemically activated Pt-Cu/NCNT catalyst,,,,,-,_20260322_160147_sun_2012_rapid_and_surfactant_free_synthesis_of_bi.json,,0,,0,,0,,,
1,AgNO3,0.11 mmol (5 mL solution),CuSO4·5H2O,0.35 mmol (5 mL solution),NaBH4,4.6 mmol (10 mL solution),,,,,,,Ag-Cu bimetallic alloy nanoparticles,,0.17,N2,,-,_20260322_160314_rout_2016_bimetallic_ag_cu_alloy_nanoparticles_as_.json,,0,,0,,0,yes,0.17,
1,H₂PtCl₆,0.05 M aqueous solution,SnCl₂,0.05 M aqueous solution,ethylene glycol (EG),EG/water ratio = 20/1,NaOH,"NaOH/metal molar ratio = 8/1, pH > 12",,,,,colloidal PtSn nanoparticles,426.85,,AIR,,-,_20260322_160601_stevanovi_2012_microwave_assisted_polyol_synthesis.json,,0,,0,,0,,,
1,"2,4-bis(6-(1-aryliminoethyl)pyridin-2-yl)-3H-benzazepine (L^n)",not specified,"MCl₂ (M = Fe, Co)",controlled molar ratio for mono- vs. bimetallic formation,,,,,,,,,monometallic (M₁-L^n) and bimetallic (M₂-L^n) complexes,,,,Fe2 or Co2 centers coordinated by N donor ligandpyridyl benzazepine framework),-,_20260322_160614_sun_2013_probing_the_characteristics_of_mono_or_bi.json,N,1,,0,,0,,,
2,M₂-L^n (Fe₂ or Co₂ complex),2.0 mol of metal,toluene,30 mL (for dissolution),MAO or MMAO (cocatalyst),Al/M = 1500 (optimized ratio),,,,,,,active ethylene oligomerization/polymerization catalytic system,0.00,0.50,,Fe2 or Co2 centers coordinated by N donor ligandpyridyl benzazepine framework),-,_20260322_160614_sun_2013_probing_the_characteristics_of_mono_or_bi.json,N,1,,0,,0,,,
1,chloroplatinic acid,39.8% Pt,ruthenium chloride,39.0% Ru,formaldehyde,37–41%,"stainless steel 316 wire gauze (0.1 mm wire, 80 mesh, 12 cm × 16 cm)",support substrate,,,,,Pt-Ru bimetallic nanocatalyst on SS wire gauze,,,AIR,,-,_20260322_160801_sanap_2015_bimetallic_wiregauze_supported_pt_ru_na.json,,0,,0,,0,,,
1,iodobenzene,2.21 mmol,pyrazole,1.47 mmol,KOH,2.94 mmol (2 equiv),CuI,10 mol%,MnF₂,30 mol%,"trans-1,2-diaminocyclohexane",20 mol%,N-phenylpyrazole (3a),60.00,24.00,AIR,Mn Cu,-,_20260322_173005_teo_2011_a_manganesecopper_bimetallic_catalyst_for.json,,0,,0,,0,,,
1,(CF₃)H FI₂,excess,NaH,excess,,,,,,,,,disodium salt of (CF₃)H FI₂,,,,Ni2,5.8024(5) Å,_20260322_173125_weberski_2012_ligand_steric_and_fluoroalkyl_substi.json,,0,,0,,0,yes,0.03,
2,disodium salt of (CF₃)H FI₂,1 equiv,trans-NiClMe(PMe₃)₂,2 equiv,,,,,,,,,(CF₃)FI₂-Ni₂,,,N₂,Ni2,5.8024(5) Å,_20260322_173125_weberski_2012_ligand_steric_and_fluoroalkyl_substi.json,,0,,0,,0,yes,,
1,ZnO nanorod arrays (NRAs),substrate,,,,,,,,,,,ZnO NRAs,,,AIR,,-,_20260322_173155_wang_2013_design_of_pdpanipd_sandwich_structured_n.json,,0,,0,,0,,,
2,PdCl₂,0.002 M,sodium citrate,0.0025 M,,,,,,,,,Pd/ZnO NRAs,,,AIR,,-,_20260322_173155_wang_2013_design_of_pdpanipd_sandwich_structured_n.json,,0,,0,,0,,,25.00
3,aniline monomer,not specified,Pd/ZnO NRAs,substrate,"oxidant (e.g., ammonium persulfate or FeCl₃, implied by PANI polymerization)",not specified,,,,,,,Pd/PANI/Pd sandwich-structured nanotube arrays (SNTAs),,,HE,,-,_20260322_173155_wang_2013_design_of_pdpanipd_sandwich_structured_n.json,,0,,0,,0,,,
1,Co(acac)₂·2H₂O,0.586 g (2.0 × 10⁻³ mol),K₂PtCl₄,0.084 g (2.0 × 10⁻⁴ mol),PVP,2.2 g (2.0 × 10⁻² mol),deionized water,40 mL,,,,,10% Pt-Co bimetallic NPs,59.85,4.00,,,-,_20260322_173458_wang_2013_platinum_modulated_cobalt_nanocatalysts_.json,,0,,0,,0,,,
1,Merrifield resin,"5 g (7.91 mmol, 1.58 mmol Cl/g)",triethylamine,"11 mL (79.82 mmol, 10 equiv)",toluene/acetonitrile (1:1),50 mL,,,,,,,polyammonium chloride gel,,,AR,RhPdNₓ,,_20260322_173802_thiot_2007_a_one_pot_synthesis_of_e_disubstituted_.json,N,1,,0,,0,,,80.00
2,polyammonium chloride gel,"500 mg (0.681 mmol, 1.37 mmol N/g)",NaI,"397 mg (2.65 mmol, 3.9 equiv)",DMF/H₂O (1:1),15 mL in 3 portions,,,,,,,polyammonium iodide gel,,,AIR,RhPdNₓ,,_20260322_173802_thiot_2007_a_one_pot_synthesis_of_e_disubstituted_.json,N,1,,0,,0,,,
3,polyammonium iodide gel,"255 mg (0.313 mmol, 1.23 mmol N/g)",CH₂Cl₂,3 mL,[RhCl(PPh₃)₃],"28.7 mg (0.031 mmol, 0.1 equiv)",Pd(OAc)₂,"14.6 mg (0.031 mmol, 0.1 equiv)",CH₂Cl₂ (for dissolution),7 mL,,,bimetallic polyionic-gel [Rh-Pd] catalyst 1d,,,AR,RhPdNₓ,,_20260322_173802_thiot_2007_a_one_pot_synthesis_of_e_disubstituted_.json,N,1,,0,,0,yes,6.00,30.00
4,phenylacetylene (2a),0.25 mmol (2.2 equiv),diethoxymethylsilane,0.36 mmol (3.3 equiv),iodobenzene,0.11 mmol (1 equiv),catalyst 1d,62 mg (Rh/Pd = 3.3:9.0 mol%),dioxane,1.5 mL,TBAF (1.0 M in THF),0.25 mmol (2.3 equiv),(E)-1-diethoxymethylsilyl-2-phenylethylene (3a),60.00,2.00,AR,RhPdNₓ,,_20260322_173802_thiot_2007_a_one_pot_synthesis_of_e_disubstituted_.json,N,1,,0,,0,,,
1,graphite powder,natural graphite powder,KMnO4,not specified,NaNO3,not specified,H2SO4,not specified,,,,,graphene oxide (GO),,,AIR,,-,_20260322_173935_wang_2014_synthesis_and_electrocatalytic_alcohol_o.json,,0,,0,,0,,,
2,GO solution,50 mL,SnCl2·2H2O,7.5 g,HCl,10 mL,PdCl2,0.15 g,HCl,20 mL,,,Pd/RGO,,,AIR,,-,_20260322_173935_wang_2014_synthesis_and_electrocatalytic_alcohol_o.json,,0,,0,,0,,,60.00
3,Pd/RGO,0.1 g,CoSO4,0.01 M in 100 mL solution,sodium citrate,0.03 M in 100 mL solution,sodium hypophosphite,0.1 M in 100 mL solution,NaOH or NH3·H2O,to adjust pH to 9–10,,,Pd–Co/RGO hybrids,,,AIR,,-,_20260322_173935_wang_2014_synthesis_and_electrocatalytic_alcohol_o.json,,0,,0,,0,yes,,
1,HAuCl₄·xH₂O,"1 mM, 5 mL",AgNO₃,"10 mM, 100 μL",ascorbic acid (AA),"100 mM, 160 μL",DDAB,"10 mM, 5 mL",,,,,concave Au nanocuboids,,,AIR,,-,_20260322_174039_tan_2015_synthesis_of_au_pt_bimetallic_nanoparticl.json,,0,,0,,0,,,30.00
2,concave Au nanocuboids (seeds),all from step 1,H₂PtCl₆,"not explicitly quantified, but stated as 'a quarter of the amount of Au seeds'",CTAC or CTAB,used in seed synthesis and likely present in growth medium,,,,,,,Au@Pt bimetallic nanoparticles (BNPs),,,AIR,,-,_20260322_174039_tan_2015_synthesis_of_au_pt_bimetallic_nanoparticl.json,,0,,0,,0,,,
1,γ-Al₂O₃,"commercial, pellet size 6 mm",Ni(NO₃)₂·6H₂O,"aqueous solution, for 6 wt% Ni loading",Co(NO₃)₂·6H₂O,"aqueous solution, for 6 wt% Co loading",,,,,,,6(wt%)Ni-6(wt%)Co/γ-Al₂O₃ bimetallic catalyst,90.00,5.00,AIR,,-,_20260322_183400_zhang_2013_hydrogen_production_by_the_catalytic_re.json,,0,,0,,0,,,
1,HAuCl₄·4H₂O,0.25 mmol in 2.0 mL oleylamine + 2.0 mL hexane,Pd(acac)₂,0.25 mmol in 3 mL oleylamine,,,,,,,,,colloidal AuPd nanoparticles in oleylamine,,,N₂,,-,_20260322_183422_xiao_2015_synthesis_of_graphene_supported_monodisp.json,,0,,0,,0,yes,0.50,50.00
2,colloidal AuPd nanoparticles,all from step 1,ethanol,30 mL,,,,,,,,,purified AuPd nanoparticles,,0.05,AIR,,-,_20260322_183422_xiao_2015_synthesis_of_graphene_supported_monodisp.json,,0,,0,,0,,,
1,C12A7:e electride support,not specified,Ru carbonyl complex,not specified,Fe carbonyl complex,not specified,,,,,,,Ru-Fe/C12A7:e precursor,,,,RuFe alloy nanoparticles,-,_20260322_183729_ye_2016_electronic_interactions_between_a_stable_e.json,,0,,0,,0,,,
2,Ru-Fe/C12A7:e precursor,not specified,,,,,,,,,,,Ru-Fe/C12A7:e catalyst,,,,RuFe alloy nanoparticles,-,_20260322_183729_ye_2016_electronic_interactions_between_a_stable_e.json,,0,,0,,0,,,
1,K₂PtCl₄,0.015 mmol,Na₂PdCl₄,0.015 mmol,poly(vinylpyrrolidone) (PVP),33 mg,Na₂C₂O₄,2.3 mmol,HCHO (40 wt% aqueous solution),0.010 mL,HCl (1.0 M aqueous solution),0.24 mL,Pt-Pd nanoicosahedrons (NIs) with multiply twinned structure,180.00,,HE,,-,_20260322_184054_yin_2012_multiply_twinned_pt_pd_nanoicosahedrons_a.json,,0,,0,,0,,,
1,ligands L¹–L³,0.1 mmol,Al(Et)₃,0.2 mmol,iso-propanol,0.20 mmol in 2.0 mL toluene,toluene,"solvent, distilled from Na/benzophenone",,,,,bimetallic Schiff base aluminum complexes 1a–3a,90.00,14.00,,Al2,-,_20260322_184358_yang_2016_copolymer_of_lactide_and_caprolactone_ca.json,,0,,0,,0,yes,14.00,
1,Fe powder,prescribed amount,Co powder,prescribed amount,Al powder,prescribed amount,,,,,,,(Fe₁₋ₓCoₓ)₅₀Al₅₀ alloy (rapid quenched),,,,,-,_20260322_184414_zhai_2016_study_on_fe_co_alloy_role_over_raney_fe_.json,,0,,0,,0,,,1400.00
2,(Fe₁₋ₓCoₓ)₅₀Al₅₀ alloy,used as solid precursor,NaOH solution,6.0 mol/L,water,for washing,absolute ethanol,for washing,,,,,"Raney Fe₁₋ₓCoₓ catalyst (bimetallic, support-free, porous metal)",70.00,,AIR,,-,_20260322_184414_zhai_2016_study_on_fe_co_alloy_role_over_raney_fe_.json,,0,,0,,0,,,
1,HAuCl₄·4H₂O,"25 mL, 0.44 mmol L⁻¹",PVP,"50 mL, 44 mmol L⁻¹ (in monomer unit)",,,,,,,,,Au NP colloidal dispersion,,,AIR,AgAu,-,_20260322_184830_zhang_2014_preparation_of_agcoreaushell_bimetallic.json,,0,,0,,0,yes,0.50,0.00
2,AgClO₄,"25 mL, 0.44 mmol L⁻¹",Au NP colloidal dispersion,"25 mL, 0.44 mmol L⁻¹",,,,,,,,,"Ag-core/Au-shell bimetallic nanoparticles (Ag₁₀Au₉₀ BNPs, ~2 nm)",,2.00,N₂,AgAu,-,_20260322_184830_zhang_2014_preparation_of_agcoreaushell_bimetallic.json,,0,,0,,0,yes,2.00,
1,Zn(NO₃)₂·6H₂O,25.11 g,Cr(NO₃)₃·6H₂O,6.34 g,γ-Al₂O₃,12.0 g,water,5 g,,,,,Zn₃₀Cr₄.₅/γ-Al₂O₃ bimetallic catalyst,110.00,2.00,AIR,,-,_20260322_185007_zhang_2013_amination_of_allyl_alcohol_to_propionit.json,,0,,0,,0,,,
1,"SiO₂ (Davison, Grade 952)",calcined at 873 K before use,nickel(II) nitrate hexahydrate,"aqueous solution, for 2 wt% Ni loading",,,,,,,,,2 wt% Ni/SiO₂,,,AIR,isolated Ni atoms surrounded by Au atoms,-,_20260322_185041_yan_goodman_2012_silica_supported_au_ni_catalysts_.json,,0,,0,,0,,,79.85
2,2 wt% Ni/SiO₂,pre-calcined support,hydrogen tetrachloroaurate(III) trihydrate,"aqueous solution, for 0.2–4 wt% Au loading",,,,,,,,,Au-Ni/SiO₂ catalysts,,,AIR,isolated Ni atoms surrounded by Au atoms,-,_20260322_185041_yan_goodman_2012_silica_supported_au_ni_catalysts_.json,,0,,0,,0,,,79.85
3,Au-Ni/SiO₂ catalysts,as-prepared,H₂,50 mL min⁻¹ flow for activation,,,,,,,,,activated Au-Ni/SiO₂ catalyst,499.85,2.00,HE,isolated Ni atoms surrounded by Au atoms,-,_20260322_185041_yan_goodman_2012_silica_supported_au_ni_catalysts_.json,,0,,0,,0,,,
1,FeSO₄,2.0 g,NaBH₄,0.4 g in 10 mL H₂O,MeOH/H₂O,30 mL/70 mL,,,,,,,Fe MNPs,,,AIR,Fe Ag,-,_20260322_185051_xu_2015_iron_oxide_silver_magnetic_nanoparticles_a.json,,0,,0,,0,,,
2,Fe MNPs,obtained from step 1,AgNO₃,1.0 mL aqueous solution (concentration not specified),,,,,,,,,Fe₂O₃@Ag MNPs,60.00,2.00,AIR,Fe Ag,-,_20260322_185051_xu_2015_iron_oxide_silver_magnetic_nanoparticles_a.json,,0,,0,,0,,,
1,AgNO3,10 mmol,Cu(CH3COO)2,10 mmol,oleylamine (C18H37N),80 mL,,,,,,,CuAg bimetallic nanoparticles,180.00,8.00,HE,CuAg,-,_20260322_193010_zhang_2015_synergistic_effect_in_bimetallic_copper.json,,0,,0,,0,yes,8.00,
1,H₂PdCl₄,2 mL of 10 mM aqueous solution,H₂PtCl₆·6H₂O,1 mL of 10 mM aqueous solution,cetylpyridinium chloride (CPC),10 mL of 20 mM aqueous solution,NaCl,"1 mL of 40–160 mM aqueous solution (e.g., 80 mM for standard synthesis)",,,,,dendritic core-shell PdPt bimetallic nanoparticles,90.00,6.00,AIR,,-,_20260322_193040_zhang_2016_pdpt_bimetallic_nanoparticles_enabled_b.json,,0,,0,,0,yes,6.00,
1,"1,2,5,6-tetraketopyracene (C₂)","0.31 g, 1.31 mmol",acetonitrile,35 mL,acetic acid,8 mL,"2,6-dimethylaniline","0.66 mL, 5.24 mmol",,,,,L₁ (α-diimine ligand),,,,Ni Pd,-,_20260322_193140_zhu_2014_synthesis_and_application_of_binuclear_di.json,,0,,0,,0,,,90.00
2,L₁ or L₂,not specified,"[Pd(COD)Cl₂] (COD = 1,5-cyclooctadiene)",not specified,(DME)NiBr₂,not specified,CH₂Cl₂,not specified,,,,,binuclear Ni/Pd complexes C₃–C₇,,,AIR,Ni Pd,-,_20260322_193140_zhu_2014_synthesis_and_application_of_binuclear_di.json,,0,,0,,0,,,
3,binuclear Ni complex (C₆ or C₇),5 μmol,modified methylaluminoxane (MMAO),1.74 M in heptane,ethylene,1 atm,toluene,50 mL,,,,,polyethylene (PE),,0.50,HE,Ni Pd,-,_20260322_193140_zhu_2014_synthesis_and_application_of_binuclear_di.json,,0,,0,,0,,,
1,K₂PdCl₄,"5 mL, 2.96 mM total metal salt concentration (1:1 molar ratio with Na₂PtCl₆·6H₂O)",Na₂PtCl₆·6H₂O,"5 mL, 2.96 mM total metal salt concentration (1:1 molar ratio with K₂PdCl₄)",1-decyl-3-methylimidazolium chloride (DMIMCl),200 mM,NaBH₄,"200 mM solution, added with shaking",,,,,PtPd bimetallic particles (3D nanostructures composed of ~3.1 nm subunits),,2.00,AIR,,-,_20260322_193247_zhang_2015_ionic_liquid_mediated_synthesis_of_uniq.json,,0,,0,,0,,,
1,SBA-15,3.0 g,3-aminopropyltrimethoxysilane (APTES),5.0 g,ethanol,100 mL,,,,,,,NH₂-SBA-15,,,AIR,,-,_20260322_193419_zheng_2013_efficient_low_temperature_selective_hyd.json,,0,,0,,0,,,89.85
2,HAuCl₄ solution,"0.0025 mol/L, volume not specified (but used with 1.0 g NH₂-SBA-15)",deionized water,50 mL,NH₂-SBA-15,1.0 g,NaBH₄ solution,"0.066 mol/L, 20 mL",,,,,Au/NH₂-SBA-15,,,AIR,,-,_20260322_193419_zheng_2013_efficient_low_temperature_selective_hyd.json,,0,,0,,0,yes,0.25,
3,AgNO₃ solution,"0.0012 mol/L, volume not specified (added to Au/NH₂-SBA-15)",Au/NH₂-SBA-15,as obtained from step 2,NaBH₄ solution,"0.066 mol/L, 20 mL",,,,,,,Au-Ag/SBA-15,,6.00,AIR,,-,_20260322_193419_zheng_2013_efficient_low_temperature_selective_hyd.json,,0,,0,,0,yes,6.00,
1,K₂PdCl₄,not specified,HAuCl₄·3H₂O,not specified,Eucalyptus leaf extract,"used as bioreductant and stabilizer, quantity not specified",carbon fiber paper (CFP),"substrate, N0S1005, ~180 μm thick",,,,,Pd–Au alloy nanoparticles on carbon fiber paper (Pd–Au/CFP),,,AIR,,-,_20260322_193429_zhuang_2015_biosynthesis_of_pd_au_alloys_on_carbon.json,,0,,0,,0,,,
1,c-MWNTs,20 mg,K₂PtCl₄(aq),400 μL of 0.1 M solution,RuCl₃(aq),400 μL of 0.1 M solution,,,,,,,PtRu/c-MWNTs catalyst,,,AIR,PtRu,-,_20260322_193440_zhou_2015_ultrasonic_assisted_synthesis_of_carbon_.json,,0,,0,,0,,,
