step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
1,Co(NO3)2·6H2O,0.8 g,FeCl3·6H2O,0.2 g,TMA,0.6 g,DMF,100 mL,,,,,CUM/MOF/Co/Fe,170.00,3.00,AIR,CoFeN_x,-,_20260319_164215_wen_2021_bimetal_cobalt_iron_based_organic_framewo.json,N,1,,0,,0,yes,3.00,
1,aluminum isopropoxide,C₉H₂₁AlO₃,deionized water,not specified,,,,,,,,,γ-Al₂O₃ nanofibers,,,AIR,,-,_20260319_164343_gebresillase_2020_supported_bimetallic_catalysts_f.json,,0,,0,,0,,,
2,Ni(NO₃)₂·6H₂O,calculated for 35 wt.% total metal,Cu(NO₃)₂·3H₂O,calculated for [2:1] Ni:Cu ratio,γ-Al₂O₃ nanofibers,as-synthesized support,,,,,,,impregnated mixture,,,AIR,,-,_20260319_164343_gebresillase_2020_supported_bimetallic_catalysts_f.json,,0,,0,,0,yes,12.00,
3,impregnated mixture,all,,,,,,,,,,,dried precursor,,,AIR,,-,_20260319_164343_gebresillase_2020_supported_bimetallic_catalysts_f.json,,0,,0,,0,,,110.00
4,dried precursor,all,,,,,,,,,,,[2:1] Ni-Cu/Al₂O₃ bimetallic catalyst,500.00,4.00,AIR,,-,_20260319_164343_gebresillase_2020_supported_bimetallic_catalysts_f.json,,0,,0,,0,,,
1,NiCl₂·6H₂O,238 mg (1.00 mmol),diphenyl acetic acid (dpaa),213 mg (1.00 mmol),NaOH,1.20 mL of 0.5 M solution,"2,2'-bipyridine (bpy)",78.1 mg (0.50 mmol),,,,,[Ni₂(dpaa)₂(bpy)(SO₄)(H₂O)]CH₃OH,65.00,2.00,AIR,Ni22,3.399 Å,_20260319_164753_kani_unver_2020_bimetallic_ni_ii_complex_with_carb.json,,0,,0,,0,yes,2.00,
1,Fe(NO3)3·9H2O or Co(NO3)2·6H2O or mixture,"aqueous solution, 20 mL",home-made TiO₂,suspension in 40 mL ethanol,NH4OH,dropwise to pH = 9,,,,,,,metal hydroxide/TiO₂ slurry,,0.17,AIR,CoFe alloy,-,_20260319_164939_russo_2020_structural_insight_in_tio2_supported_co.json,,0,,0,,0,,,
1,Ni(NO3)2·6H2O,not specified,Co(NO3)2·6H2O,not specified,dopamine hydrochloride,70 mg,deionized water,not specified,alkaline solution (for pH adjustment),not specified,,,Ni2+-Co2+@Polydopamine,,,AIR,NiCoN6,2.41 Å,_20260319_165058_kumar_2021_moving_beyond_bimetallic_alloy_to_singl.json,N,6,,0,,0,yes,24.00,
2,Ni2+-Co2+@Polydopamine,a certain amount,dicyandiamide,7 times mass of precursor,,,,,,,,,NiCo-SAD-NC,800.00,2.00,,NiCoN6,2.41 Å,_20260319_165058_kumar_2021_moving_beyond_bimetallic_alloy_to_singl.json,N,6,,0,,0,,,
1,C6H5(CH2NMe2)Br,0.631 g (1.803 mmol),n-BuLi (2.4 M in hexane),1.58 mL (3.787 mmol),Ph2SbCl,3.787 mmol,anhydrous Et2O,10 mL (dissolution) + 8 mL (addition),,,,,C6H5(CH2NMe2SbPh2)[OSO2C7F17]2 (3),60.00,1.00,,Sb2,-,_20260319_165252_tang_2021_synthesis_and_structure_of_the_bimetalli.json,,0,,0,,0,yes,1.00,
1,FeSO₄·7H₂O,3 mmol,FeCl₃,6 mmol,distilled water,120 mL,,,,,,,Fe₃O₄ magnetite nanoparticles (MNPs),,,N₂,AgPd,-,_20260319_165319_aghahosseini_2021_ag_pd_alloy_immobilized_on_semi_.json,,0,,0,,0,yes,,80.00
2,MNPs,0.6 g,ethylene glycol,30 mL,cyanuric chloride (TCT),not specified,"2,2′-Dipyridylamine (dpa)",not specified,,,,,MNP@Ligand (dipyridine-functionalized magnetite nanoparticles),,,N₂,AgPd,-,_20260319_165319_aghahosseini_2021_ag_pd_alloy_immobilized_on_semi_.json,,0,,0,,0,yes,0.25,120.00
3,MNP@Ligand,0.6 g,AgNO₃,0.66 mmol,"Pd precursor (not explicitly named, implied by Ag:Pd = 1:1 alloy)",equimolar to AgNO₃,,,,,,,MNP@dpa@AgPd nanocatalyst,120.00,0.50,N₂,AgPd,-,_20260319_165319_aghahosseini_2021_ag_pd_alloy_immobilized_on_semi_.json,,0,,0,,0,yes,0.50,
1,tetraethyl oxysilane,33 g,Pluronic P123,15 g,H₂O,360 mL,HCl,60 mL,,,,,SBA-15,,,AIR,,-,_20260319_165827_feng_2020_experimental_and_theoretical_investigati.json,,0,,0,,0,yes,20.00,34.85
2,SBA-15,as support,H₂PtCl₆,to achieve 3 wt% Pt,Bi(NO₃)₃·5H₂O,x wt% Bi (variable),,,,,,,Pt-Bi/SBA-15 precursor,,,AIR,,-,_20260319_165827_feng_2020_experimental_and_theoretical_investigati.json,,0,,0,,0,,,79.85
3,Pt-Bi/SBA-15 precursor,all,,,,,,,,,,,3Pt-xBi/SBA-15 (reduced catalyst),299.85,2.00,,,-,_20260319_165827_feng_2020_experimental_and_theoretical_investigati.json,,0,,0,,0,,,
1,Pd(NO3)2 solution,1.16 g,Rh(NO3)3 solution,0.30 g,Ce0.2Zr0.8O2 (CZ),"not specified mass, but CZ/A mass ratio = 1/5",γ-Al2O3,10.0 g,,,,,(Rh + Pd)/(CZ + A),,,AIR,,-,_20260319_170118_lan_2019_optimally_designed_synthesis_of_advanced_.json,,0,,0,,0,,,
2,(Rh + Pd)/(CZ + A),not specified,deionized water,not specified,,,,,,,,,monolithic (Rh + Pd)/(CZ + A) catalyst on cordierite,,,AIR,,-,_20260319_170118_lan_2019_optimally_designed_synthesis_of_advanced_.json,,0,,0,,0,,,100.00
3,monolithic (Rh + Pd)/(CZ + A),not specified,,,,,,,,,,,(Rh + Pd)/(CZ + A)-a (hydrothermally aged),1000.00,5.00,H2,,-,_20260319_170118_lan_2019_optimally_designed_synthesis_of_advanced_.json,,0,,0,,0,,,
1,Zn(NO₃)₂·3H₂O,not specified,Cu(NO₃)₂·xH₂O,not specified,Ga(NO₃)₃·xH₂O,not specified,AgNO₃·3H₂O,not specified,colloidal silica,added to gel,ZSM-5/11 zeolite precursor gel,not specified,bimetallic Zn-Cu-ZSM-5/11 or Ga-Ag-ZSM-5/11 zeolite catalysts,550.00,16.00,AIR,,-,_20260319_170425_juybar_2019_conversion_of_methanol_to_aromatics_ov.json,,0,,0,,0,,,
1,Ni(NO₃)₂·6H₂O,7 wt% of TiO₂ support,Co(NO₃)₂·6H₂O,4 wt% of TiO₂ support,TiO₂,"support, BET surface area = 114.8 m²/g",,,,,,,impregnated TiO₂,,,AIR,,-,_20260319_170709_sharma_dhir_2020_hydrogen_augmentation_of_biogas_t.json,,0,,0,,0,yes,4.00,
2,impregnated TiO₂,all,,,,,,,,,,,dried precursor,,,AIR,,-,_20260319_170709_sharma_dhir_2020_hydrogen_augmentation_of_biogas_t.json,,0,,0,,0,,,110.00
3,dried precursor,all,,,,,,,,,,,Ni-Co/TiO₂ bimetallic catalyst (BMC-1),600.00,4.00,AIR,,-,_20260319_170709_sharma_dhir_2020_hydrogen_augmentation_of_biogas_t.json,,0,,0,,0,,,
1,γ-Al₂O₃,12 g,co-metal precursor (P),"correspondingly determined amount, dissolved in 6.6 mL demineralized water",,,,,,,,,P/γ-Al₂O₃,,,AIR,,-,_20260319_170821_bouriakova_2020_co_metal_induced_stabilization_of_.json,,0,,0,,0,yes,2.00,89.85
2,P/γ-Al₂O₃,powder from step 1,copper precursor,"desired amount, dissolved in 75 mL demineralized water",,,,,,,,,P-Cu/γ-Al₂O₃,89.85,2.00,AIR,,-,_20260319_170821_bouriakova_2020_co_metal_induced_stabilization_of_.json,,0,,0,,0,yes,2.00,
1,[Co₁.₃₃Mn₀.₆₇(C₃₄H₂₂N₅O₂)(H₂O)₂]·2H₂O,3.9 g,Al₂O₃,0.6 g,,,,,,,,,Co-Mn/Al₂O₃ precursor mixture,,,AIR,,-,_20260319_171147_saheli_2021_synthesis_new_co_mn_mixed_oxide_cataly.json,,0,,0,,0,yes,5.00,80.00
2,Co-Mn/Al₂O₃ precursor mixture,all,,,,,,,,,,,Co-Mn/Al₂O₃ mixed oxide catalyst (CMS),1000.00,,AIR,,-,_20260319_171147_saheli_2021_synthesis_new_co_mn_mixed_oxide_cataly.json,,0,,0,,0,,,
1,Na2PdCl4,not specified,K2PtCl4,not specified,cetyltrimethylammonium chloride (CTAC),200 mM (for optimal NDs); also tested 2.5–500 mM,ascorbic acid (AA),not specified,,,,,Pd–Pt bimetallic nanodendrites (Pd–Pt NDs),,,AIR,,-,_20260319_171349_pramadewandaru_2021_highly_enhanced_electrocatalyt.json,,0,,0,,0,,,
1,AgOH,not specified,graphene nanosheets (GNs),not specified,,,,,,,,,Ag₂O/GNs,,,AIR,Pd Ag heterostructure,not reported,_20260319_171457_li_2016_visible_light_assisted_electro_photo_syner.json,,0,,0,,0,,,
2,"Pd²⁺ precursor (e.g., Pd(NO₃)₂ aqueous solution)",not specified,Ag₂O/GNs,not specified,HCOOH,"used as reducing agent, amount not specified",,,,,,,"Pd-Ag/GNs (heterostructured Pd-Ag nanoparticles on graphene, avg. size ~5 nm)",,,,Pd Ag heterostructure,not reported,_20260319_171457_li_2016_visible_light_assisted_electro_photo_syner.json,,0,,0,,0,,,
1,NaMOR,2 g,FeSO4 aqueous solution (0.03 N),not specified,AgNO3 aqueous solution (0.03 N),not specified,,,,,,,monometallic MOR (FeMOR or AgMOR),,,AIR,Fe Ag dual sites on mordenite,,_20260319_171727_s_nchez_l_pez_2020_properties_of_iron_modified_by_.json,,0,,0,,0,,,
2,monometallic MOR (FeMOR or AgMOR),all,AgNO3 aqueous solution (0.03 N) or FeSO4 aqueous solution (0.03 N),not specified,,,,,,,,,bimetallic MOR (FeAgMOR or AgFeMOR),,,AIR,Fe Ag dual sites on mordenite,,_20260319_171727_s_nchez_l_pez_2020_properties_of_iron_modified_by_.json,,0,,0,,0,,,
1,chitosan (CS),dissolved in 100 mL bi-distilled water,Fe(NO₃)₃·9H₂O,"20 wt% total metal, 1:1 atomic ratio with Co",Co(NO₃)₂·6H₂O,"20 wt% total metal, 1:1 atomic ratio with Fe",glacial acetic acid,2 mL,,,,,precursor film,,,AIR,,-,_20260319_171847_vasilev_2019_fe_co_alloy_nanoparticles_supported_o.json,,0,,0,,0,,,
2,precursor film,all,,,,,,,,,,,pre-carbonized film,,,AIR,,-,_20260319_171847_vasilev_2019_fe_co_alloy_nanoparticles_supported_o.json,,0,,0,,0,,,150.00
3,pre-carbonized film,all,,,,,,,,,,,Fe-Co bimetallic nanoparticles supported on IR-pyrolyzed chitosan-based carbon (C/Fe-Co),500.00,0.03,N₂,,-,_20260319_171847_vasilev_2019_fe_co_alloy_nanoparticles_supported_o.json,,0,,0,,0,,,
1,tripotassium citrate monohydrate,20 g,melamine,100 g (based on 1:5 mass ratio),Ni(NO3)2·6H2O,not specified,Fe(NO3)3·9H2O,not specified,deionized water,sufficient for suspension,,,dried precursor,,,AIR,NiN4 and FeN4,,_20260319_172056_yang_2021_single_atom_catalysts_with_bimetallic_ce.json,N,4,N,4,,0,,,
2,dried precursor,all,,,,,,,,,,,NiNC/FeNC,,,AR,NiN4 and FeN4,,_20260319_172056_yang_2021_single_atom_catalysts_with_bimetallic_ce.json,N,4,N,4,,0,,,800.00
3,NiNC/FeNC,all,1 M H2SO4,for washing,deionized water,for washing,,,,,,,purified NiNC/FeNC,80.00,12.00,AIR,NiN4 and FeN4,,_20260319_172056_yang_2021_single_atom_catalysts_with_bimetallic_ce.json,N,4,N,4,,0,,,
1,H2PtCl6·6H2O,"appropriate amount (varied for Pt/Sn = 1:2, 1:1, 2:1, 3:1, 5:1)",SnCl2·2H2O,"appropriate amount (varied for Pt/Sn = 1:2, 1:1, 2:1, 3:1, 5:1)",NaBH4 (aqueous solution),"freshly prepared, added dropwise, amount adjusted based on Sn content",,,,,,,black powder (PtSn bimetallic composite),,3.00,AIR,,-,_20260319_172233_feng_2016_one_pot_synthesis_of_ptsn_bimetallic_com.json,,0,,0,,0,yes,3.00,
1,melamine,not specified,FeCl₃·6H₂O,"variable (e.g., for 4Fe1Cu-CN)",CuCl₂·2H₂O,"variable (e.g., for 4Fe1Cu-CN)",acetic acid,1 mL,hot distilled water,100 mL,,,dried solid precursor,,,AIR,FeNₓ CuNₓ,-,_20260319_172512_li_2020_fe_and_cu_co_doped_graphitic_carbon_nitrid.json,N,1,N,1,,0,yes,0.25,100.00
2,dried solid precursor,all,,,,,,,,,,,FeCu-g-C₃N,550.00,2.00,HE,FeNₓ CuNₓ,-,_20260319_172512_li_2020_fe_and_cu_co_doped_graphitic_carbon_nitrid.json,N,1,N,1,,0,,,
1,HHSS,certain amount,Cu(NO3)2,different amounts,Fe(NO3)3,different amounts,,,,,,,impregnated mixture,,,AIR,CuFe,,_20260319_172612_yang_2020_preparation_and_evaluation_of_highly_dis.json,,0,,0,,0,,,30.00
2,impregnated mixture,all,,,,,,,,,,,aged precursor,,,AIR,CuFe,,_20260319_172612_yang_2020_preparation_and_evaluation_of_highly_dis.json,,0,,0,,0,,,
3,aged precursor,all,,,,,,,,,,,CuFe@HHSS,100.00,4.00,AIR,CuFe,,_20260319_172612_yang_2020_preparation_and_evaluation_of_highly_dis.json,,0,,0,,0,,,
1,H₂/Ar (5% H₂),30 mL min⁻¹ for 20 min,,,,,,,,,,,oxygen-free silicon support,,,AR,FeAg,,_20260319_172716_liu_2021_electrocatalytic_reduction_of_nitrogen_on.json,,0,,0,,0,,,
2,Fe³⁺ ions,not specified,Ag⁺ ions,not specified,water spray,not specified,,,,,,,FeAg nanoclusters dispersed on Si nanowire,300.00,0.05,AR,FeAg,,_20260319_172716_liu_2021_electrocatalytic_reduction_of_nitrogen_on.json,,0,,0,,0,,,
1,Ni(NO₃)₂·6H₂O,"mixture with Co(NO₃)₂·6H₂O, Ni/Co = 1:2, total 2 mmol",Co(NO₃)₂·6H₂O,"mixture with Ni(NO₃)₂·6H₂O, Ni/Co = 1:2, total 2 mmol","N,N-dimethylformamide (DMF)",30 mL,trimesic acid (H₃BTC),400 mg,"polyvinylpyrrolidone (PVP, K₃₀)",1 g,1-Butyl-3-methylimidazolium hexafluorophosphate ([BMIM][PF₆]),400 mg,Ni-Co-BTC precursor (pink solid),,,AIR,,-,_20260319_173026_yi_2021_ionic_liquid_assisted_synthesis_of_nickel_.json,,0,,0,,0,,,150.00
2,Ni-Co-BTC precursor,100 mg,Ar/H₂ gas mixture,"95%/5% v/v, flow maintained",,,,,,,,,NiCo/NPC,,,AR,,-,_20260319_173026_yi_2021_ionic_liquid_assisted_synthesis_of_nickel_.json,,0,,0,,0,,,450.00
3,NiCo/NPC,50 mg,NaH₂PO₂·H₂O,400 mg,,,,,,,,,NiCoP/NPC HFSs,500.00,2.00,AR,,-,_20260319_173026_yi_2021_ionic_liquid_assisted_synthesis_of_nickel_.json,,0,,0,,0,,,
1,Fe,not specified,Al,not specified,Pt,not specified,,,,,,,PtFeNPore (unsupported nanoporous PtFe bimetallic catalyst),,,,PtFe,-,_20260319_173045_geng_2021_unsupported_nanoporous_platinum_iron_bim.json,,0,,0,,0,,,
1,RhCl₃·3H₂O,0.2 g,CO,0.5 MPa,,,,,,,,,Rh₂(CO)₄Cl₂,,,CO,RhRu,,_20260319_173953_zhang_2020_study_on_rh_i_ru_iii_bimetallic_catalys.json,,0,,0,,0,,,90.00
2,Rh₂(CO)₄Cl₂,stoichiometric with RuCl₃·3H₂O (1:2 molar ratio),RuCl₃·3H₂O,stoichiometric with Rh₂(CO)₄Cl₂ (1:2 molar ratio),deionized water,10 mL,Na₂CO₃,50 mL of 0.1 mol/L solution,,,,,Rh(I)Ru(III) bimetallic catalyst,50.00,10.00,AIR,RhRu,,_20260319_173953_zhang_2020_study_on_rh_i_ru_iii_bimetallic_catalys.json,,0,,0,,0,,,
1,Ni(NO3)2,for 5.0 wt% Ni,γ-Al2O3,"SBa 200, Sasol",,,,,,,,,Ni/Al2O3 precursor,,,AIR,NiPt,,_20260319_174152_egelske_2020_an_analysis_of_electroless_deposition.json,,0,,0,,0,,,
2,Ni/Al2O3 precursor,all,,,,,,,,,,,reduced Ni/Al2O3,,,HE,NiPt,,_20260319_174152_egelske_2020_an_analysis_of_electroless_deposition.json,,0,,0,,0,,,100.00
3,H2PtCl6,varied to achieve 0.075–1.0 monolayer Pt,dimethylamine borane (DMAB),molar ratio DMAB/EN/Pt = 5/4/1,ethylene diamine (EN),molar ratio DMAB/EN/Pt = 5/4/1,NaOH,to adjust pH to ~11,reduced Ni/Al2O3,all,,,"Ni-Pt/Al2O3 (e.g., Ni@0.4Pt/Al2O3)",,,AIR,NiPt,,_20260319_174152_egelske_2020_an_analysis_of_electroless_deposition.json,,0,,0,,0,yes,0.50,70.00
4,Ni-Pt/Al2O3 slurry,all,deionized water,1 L/g catalyst,,,,,,,,,final Ni-Pt/Al2O3 catalyst,,,AIR,NiPt,,_20260319_174152_egelske_2020_an_analysis_of_electroless_deposition.json,,0,,0,,0,,,
1,γ-Al₂O₃ (40–60 mesh),support material,Ni(NO₃)₂·6H₂O,appropriate concentration in aqueous solution,Fe(NO₃)₃·9H₂O or Co(NO₃)₂·6H₂O or Mn(NO₃)₂ (50%),appropriate concentration in aqueous solution,,,,,,,impregnated γ-Al₂O₃ precursor,,,AIR,,-,_20260319_174355_qin_2021_in_situ_ftir_study_of_co2_adsorption_and_.json,,0,,0,,0,,,
2,impregnated γ-Al₂O₃ precursor,all,,,,,,,,,,,"annealed Ni-M/γ-Al₂O₃ (M = Fe, Co, Mn)",,,N₂,,-,_20260319_174355_qin_2021_in_situ_ftir_study_of_co2_adsorption_and_.json,,0,,0,,0,,,850.00
3,annealed Ni-M/γ-Al₂O₃,all,,,,,,,,,,,"reduced bimetallic catalyst Ni-M/γ-Al₂O₃ (M = Fe, Co, Mn)",850.00,4.00,N₂,,-,_20260319_174355_qin_2021_in_situ_ftir_study_of_co2_adsorption_and_.json,,0,,0,,0,,,
1,HAuCl₄·4H₂O,not specified,H₂PtCl₆·H₂O,not specified,NaOH,"thin aqueous solution, pH adjusted to 3",Al₂O₃,"support, specific surface area 150 m²/g, particle size 50–200 μm",,,,,Au-Pt/Al₂O₃ bimetallic catalyst,69.85,2.00,AIR,,-,_20260319_175051_mimura_2021_continuous_production_of_glyceric_acid.json,,0,,0,,0,yes,2.00,
1,"metal nitrates (e.g., Fe(NO₃)₃·9H₂O, Co(NO₃)₂·6H₂O, Ni(NO₃)₂·6H₂O)","stoichiometric for target composition (e.g., Fe₀.₆₇Co₀.₃₃)",citric acid,"complexing agent, molar ratio to metals ~2:1",ethylene glycol,"polymerization medium, excess",,,,,,,polymerized complex precursor,,,AIR,,-,_20260319_175347_golubtsov_2020_mono_bi_and_trimetallic_catalysts_f.json,,0,,0,,0,yes,,100.00
2,polymerized complex precursor,as prepared,,,,,,,,,,,"bimetallic oxide catalyst (e.g., Fe₀.₆₇Co₀.₃₃/Al₂O₃)",560.00,3.00,AIR,,-,_20260319_175347_golubtsov_2020_mono_bi_and_trimetallic_catalysts_f.json,,0,,0,,0,,,
1,cupric(II) acetylacetonate (Cu(acac)₂),varied amounts,ruthenium(III) acetylacetonate (Ru(acac)₃),varied amounts,polyvinylpyrrolidone (PVP K₃₀),"not specified, used as stabilizer",benzyl alcohol,"not specified, solvent",formaldehyde,"not specified, reducing agent",,,"CuₓRu₁₋ₓ bimetallic nanocrystals (fcc phase, x = 0.14–0.75), including pure Cu NCs and pure hcp-Ru NCs",1.00,1.00,,,-,_20260319_175705_zhang_2019_seed_assisted_synthesis_of_fcc_ru_cu_bi.json,,0,,0,,0,,,
1,graphene quantum dots (GQDs),"as-synthesized, unspecified quantity",NaBH4,unspecified quantity,AgNO3,simple commercial silver nitrate,Rh(NO3)3,simple commercial rhodium nitrate,,,,,AgRh bimetallic nanoparticles stabilized by GQDs (AgRh BNPs),0.00,,AIR,,-,_20260319_180322_li_2019_synthesis_of_graphene_quantum_dots_stabili.json,,0,,0,,0,,,
1,HAuCl₄,"1.0 mL, 5 mM",K₂PtCl₄,"1.0 mL, 5 mM",CTAC,"5 mL, 50 mM",hydrazine,"50 μL (for Au-Pt HP-UNCs) or 2.0 mL (for rounded Au-Pt UNCs), 200 mM",,,,,Au-Pt HP-UNCs or rounded Au-Pt UNCs,100.00,1.00,AIR,,-,_20260319_180526_kim_hong_2021_highly_porous_au_pt_bimetallic_urchi.json,,0,,0,,0,,,
1,MWCNTs,0.25 g,HNO₃,40 mL,,,,,,,,,acid-treated MWCNTs,,,AIR,Co2N6,,_20260319_180728_zhao_2020_a_unique_bimetallic_mof_derived_carbon_m.json,N,6,,0,,0,,,120.00
2,acid-treated MWCNTs,all from step 1,Co(NO₃)₂·6H₂O,not specified,Zn(NO₃)₂·6H₂O,not specified,2-methylimidazole,not specified,,,,,BMZIF-67@MWCNTs,,,AIR,Co2N6,,_20260319_180728_zhao_2020_a_unique_bimetallic_mof_derived_carbon_m.json,N,6,,0,,0,,,50.00
3,BMZIF-67@MWCNTs,all from step 2,,,,,,,,,,,Co-Nₓ-C@MWCNTs (preliminary),,,N₂,Co2N6,,_20260319_180728_zhao_2020_a_unique_bimetallic_mof_derived_carbon_m.json,N,6,,0,,0,,,950.00
4,Co-Nₓ-C@MWCNTs (preliminary),all from step 3,H₂SO₄,"0.5 M, sufficient volume",,,,,,,,,Co-Nₓ-C@MWCNTs (final catalyst),,12.00,AIR,Co2N6,,_20260319_180728_zhao_2020_a_unique_bimetallic_mof_derived_carbon_m.json,N,6,,0,,0,,,
1,chalcones 1a-1l,0.5 mmol,indoles,0.55 mmol,FeCl₃,5 mol%,PdCl₂,5 mol%,ethyl acetoacetate (EAA),15 mol%,dry methanol,20 mL,"Friedel-Crafts adducts (e.g., compounds 3a-3p)",80.00,3.00,HE,Fe Pd,,_20260319_180926_islam_2021_bimetallic_iron_palladium_catalyst_syst.json,,0,,0,,0,,,
1,Pd precursor,not specified,Ga precursor,not specified,SiO₂ support,not specified,,,,,,,Pd-Ga/SiO₂ (precursor),,,AIR,Pd2Ga,,_20260319_181128_ahmad_upadhyayula_2019_influence_of_reduction_temp.json,,0,,0,,0,,,
2,Pd-Ga/SiO₂ (precursor),all,10% H₂/Ar gas,flowing,,,,,,,,,Pd₂Ga/SiO₂ catalyst,600.00,2.00,AR,Pd2Ga,,_20260319_181128_ahmad_upadhyayula_2019_influence_of_reduction_temp.json,,0,,0,,0,,,
1,Na₂PdCl₄,"2.25 mL, 20.0 mM",RuCl₃,"0.75 mL, 20.0 mM",HCl,"0.1 mL, 6.0 M",KBr,80 mg,Pluronic F127,50 mg,Ni foam,1 × 1 cm²,PdRu NS-NF,,12.00,AIR,PdRu,,_20260319_181303_li_2020_one_step_synthesis_of_self_standing_porous.json,,0,,0,,0,,,
1,cyclohexene oxide,10 mmol,phthalic anhydride,50–150 mol% relative to catalyst,dinuclear [ONSO]CrCl₃ complex 1,0.04 mmol,,,,,,,poly(cyclohexene oxide),90.00,1.00,AR,Cr2[ONSO],,_20260319_181922_wang_2019_phthalic_anhydride_promoted_ring_opening.json,O,1,N,1,S,1,,,
1,Ni(NO3)2·6H2O,0.4 mmol,Co(NO3)2·6H2O,0.8 mmol,urea,1.2 mmol,deionized water,30 mL,,,,,homogeneous solution,,,AIR,,-,_20260319_182048_liu_2021_upcycling_waste_plastics_into_multi_walle.json,,0,,0,,0,yes,0.50,
2,α-Al2O3,0.72 g,,,,,,,,,,,dispersion of α-Al2O3 in solution,,,AIR,,-,_20260319_182048_liu_2021_upcycling_waste_plastics_into_multi_walle.json,,0,,0,,0,yes,1.00,
3,dispersion of α-Al2O3 in solution,all,,,,,,,,,,,precipitated NiCo2O4/α-Al2O3,,,HE,,-,_20260319_182048_liu_2021_upcycling_waste_plastics_into_multi_walle.json,,0,,0,,0,,,120.00
4,precipitated NiCo2O4/α-Al2O3,as obtained,,,,,,,,,,,ball-milled NiCo2O4/α-Al2O3 mixture,,,AIR,,-,_20260319_182048_liu_2021_upcycling_waste_plastics_into_multi_walle.json,,0,,0,,0,,,
5,ball-milled NiCo2O4/α-Al2O3 mixture,as obtained,,,,,,,,,,,NiCo2O4/α-Al2O3 catalyst (spinel phase),700.00,2.00,AIR,,-,_20260319_182048_liu_2021_upcycling_waste_plastics_into_multi_walle.json,,0,,0,,0,,,
1,NH₄ReO₄,72 mg,activated carbon,1 g,distilled water,4 mL,,,,,,,ReOₓ/C,,,AIR,,,_20260319_182713_jang_2021_a_heterogeneous_pt_reo_x_c_catalyst_for_.json,,,,,,,,,80.00
2,ReOₓ/C,500 mg,hexachloroplatinic(IV) acid solution (8 wt %),263 mg,,,,,,,,,Pt-ReOₓ/C,400.00,4.00,AR,,,_20260319_182713_jang_2021_a_heterogeneous_pt_reo_x_c_catalyst_for_.json,,,,,,,,,
1,Pt(COD)Me₂,17.1 mg,dehydroxylated Al₂O₃,2 g,HSnPh₃,not specified,,,,,,,Pt(COD)Me/SnPh₃/h-Al₂O₃ surface compound,,,,,-,_20260319_183723_xu_2019_bimetallic_pt_sn_nanocluster_from_the_hydr.json,,0,,0,,0,yes,24.00,
2,Pt(COD)Me/SnPh₃/h-Al₂O₃,all from step 1,,,,,,,,,,,Pt-Sn/h-Al₂O₃ catalyst,150.00,4.00,,,-,_20260319_183723_xu_2019_bimetallic_pt_sn_nanocluster_from_the_hydr.json,,0,,0,,0,,,
1,polyacrylonitrile (PAN),0.3 g,"N,N-dimethylformamide (DMF)",4 mL,zinc acetate dihydrate (Zn(Ac)₂),0.33 g,cobalt acetate tetrahydrate (Co(Ac)₂·4H₂O),certain amounts (varied by n = Zn:Co ratio),,,,,PAN/M(Ac)₂-n electrospinning solution,,,AIR,CoFeN6,,_20260319_183914_zhang_2020_the_controlled_synthesis_of_fe3ccon_dop.json,N,6,,0,,0,yes,,
2,2-methylimidazole (2-MI),3.25 g,PAN/M(Ac)₂-n electrospinning solution,as-prepared,,,,,,,,,BMZIF-n nanotubes,,,AIR,CoFeN6,,_20260319_183914_zhang_2020_the_controlled_synthesis_of_fe3ccon_dop.json,N,6,,0,,0,,,
3,"Fe-Phen aqueous solution (FeSO₄·7H₂O + 1,10-phenanthroline)",not specified,,,,,,,,,,,BMZIF-n@Fe-Phen,,,AIR,CoFeN6,,_20260319_183914_zhang_2020_the_controlled_synthesis_of_fe3ccon_dop.json,N,6,,0,,0,,,
4,BMZIF-n@Fe-Phen,as-prepared,,,,,,,,,,,CNCo-n@Fe-x (Co–Fe/N-doped carbon nanotubes),800.00,4.00,N₂,CoFeN6,,_20260319_183914_zhang_2020_the_controlled_synthesis_of_fe3ccon_dop.json,N,6,,0,,0,,,
1,AgNO₃,not specified,Cu(NO₃)₂·3H₂O,not specified,28% aqueous ammonia,added until pH ≈ 11,HMS support,appropriate amount,,,,,"CuₓAg/HMS bimetallic catalyst (x = 0.5, 1, or 3 wt% Ag; Cu loading = 20 wt%)",59.85,1.00,AIR,,-,_20260319_184146_sheng_2020_an_effective_cu_aghms_bimetallic_cataly.json,,0,,0,,0,yes,1.00,
1,Brij56 surfactant,8.72 g,cyclohexane,40 mL,n-octanol,10 mL,,,,,,,microemulsion A,,,AIR,,-,_20260319_184642_wang_2020_synthesis_of_pd_m_hcs_m_co_ni_cu_bimetal.json,,0,,0,,0,yes,,35.00
