step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
2,FeCuLCl₂@ZIF precursor,200 mg,,,,,,,,,,,FeCu-DAC,900.00,2.00,N2,FeCu diatomic site,,general synthesis of a diatomic catalyst library via a macrocyclic precursor med.json,,,,,,,,,
1,FeCl₃ (iron(III) chloride),50 mg,H₂O (deionized water),50 mL,,,,,,,,,metallic Fe nanoparticles,,,AIR,Fe₂-N₆,2.9 Å,general synthesis of neighboring dual atomic sites with a specific.json,N,4,,,,,yes,1.00,25.00
2,Fe₂O₃ hollow nanotubes,300.0 mg,"tris-buffer solution (10 mM, pH 8.5)",200.0 mL,urea,100.0 mg,dopamine hydrochloride,310.0 mg,,,,,Fe₂O₃@PDA-urea composite,,,AIR,Fe₂-N₆,2.9 Å,general synthesis of neighboring dual atomic sites with a specific.json,N,4,,,,,,,25.00
3,Fe₂O₃@PDA-urea composite,,,,,,,,,,,,pyrolyzed Fe₂O₃@N-doped carbon,,,AR,Fe₂-N₆,2.9 Å,general synthesis of neighboring dual atomic sites with a specific.json,N,4,,,,,,,700.00
4,pyrolyzed Fe₂O₃@N-doped carbon,,,,,,,,,,,,Fe₂-N₆ catalyst on double-layer hollow carbon nanotubes,,,AIR,Fe₂-N₆,2.9 Å,general synthesis of neighboring dual atomic sites with a specific.json,N,4,,,,,,,25.00
5,Fe₂-N₆ catalyst,42 mg,,,,,,,,,,,final Fe₂-N₆ catalyst (2.36 wt% Fe),25.00,,vacuum,Fe₂-N₆,2.9 Å,general synthesis of neighboring dual atomic sites with a specific.json,N,4,,,,,,,
1,C3H6N6 (melamine),1 g,,,,,,,,,,,CN,,,AR,Fe-Ni dual atom pairs,2.53 Å,heterogeneous fe ni dual atom catalysts coupled n vacancy engineering for enhanc.json,N,,N,,,,,,550.00
2,CN,,Fe(acac)3 (iron acetylacetonate),,NiCl2•6H2O (nickel chloride hexahydrate),,,,,,,,FeNi/CN,,,AR,Fe-Ni dual atom pairs,2.53 Å,heterogeneous fe ni dual atom catalysts coupled n vacancy engineering for enhanc.json,N,,N,,,,,,550.00
3,FeNi/CN,,,,,,,,,,,,FeNi-Nv/CN,,,AR,Fe-Ni dual atom pairs,2.53 Å,heterogeneous fe ni dual atom catalysts coupled n vacancy engineering for enhanc.json,N,,N,,,,,,620.00
4,FeNi/CN,,"[1,1'-Bis(diphenylphosphino)ferrocene]dichloronickel(II) (C34H22Cl2FeNiP2)",,,,,,,,,,,,,,Fe-Ni dual atom pairs,2.53 Å,heterogeneous fe ni dual atom catalysts coupled n vacancy engineering for enhanc.json,N,,N,,,,,,
1,ZIF-8 (zeolitic imidazolate framework-8),200 mg,Fe(acac)₃ (iron(III) acetylacetonate),0.025 mM,MoO₂(acac)₂ (molybdenum dioxide acetylacetonate),,CH₃OH (methanol),20 mL,,,,,FeMo@ZIF-8,,,AIR,adjacent Fe-N and Mo-N structures in N-doped carbon,,high efficiency electrochemical ammonia synthesis at co catalytic fe mo dual ato.json,N,,N,,,,,,25.00
2,FeMo@ZIF-8,powder,,,,,,,,,,,FeMoNC-3-900,,,N₂,adjacent Fe-N and Mo-N structures in N-doped carbon,,high efficiency electrochemical ammonia synthesis at co catalytic fe mo dual ato.json,N,,N,,,,,,900.00
3,FeMo@ZIF-8,powder,,,,,,,,,,,FeMoNC-3-800,,,N₂,adjacent Fe-N and Mo-N structures in N-doped carbon,,high efficiency electrochemical ammonia synthesis at co catalytic fe mo dual ato.json,N,,N,,,,,,800.00
4,FeMo@ZIF-8,powder,,,,,,,,,,,FeMoNC-3-1000,1000.00,,N₂,adjacent Fe-N and Mo-N structures in N-doped carbon,,high efficiency electrochemical ammonia synthesis at co catalytic fe mo dual ato.json,N,,N,,,,,,
1,Fe2O3 (iron(III) oxide) nanoparticles (~5 nm),10 mg,Zn(NO3)2·6H2O (zinc nitrate hexahydrate),6.78 g,CH3OH (methanol),150 mL,C4H6N2 (2-methylimidazole),7.92 g,CH3OH (methanol),150 mL,,,Fe2O3@ZIF-8,,,AIR,Fe–Ni dual metal sites on N-doped carbon,,highly dense atomic fe ni dual metal sites for efficient co2 to co electrolyzers.json,N,,N,,,,,,60.00
2,Ni(acac)2 (nickel(II) bis(acetylacetonate),60 mg,Fe2O3@ZIF-8,100 mg,,,,,,,,,CVD-Ni/Fe-N-C,240.00,2.00,AR,Fe–Ni dual metal sites on N-doped carbon,,highly dense atomic fe ni dual metal sites for efficient co2 to co electrolyzers.json,N,,N,,,,,,
1,Ce(NO3)3·6H2O (cerium(III) nitrate hexahydrate),,Ga(NO3)3·xH2O (gallium(III) nitrate hydrate),,NaOH (sodium hydroxide),,"C6H8O6 (ascorbic acid, AA)",140 mg,,,,,AA-modified CeO2-Ga precursor,,,AIR,Pt-Ga hetero duo-atomic site on CeO2,,in situ formed pt ga hetero duo atomic catalyst for efficient hydrogen storage i.json,O,,O,,,,yes,3.00,25.00
2,AA-modified powder,140 mg,H2PtCl6·6H2O (chloroplatinate(IV) hexahydrate),0.4 mL (10 mg/mL),H2O (distilled water),40 mL,,,,,,,Pt/Ga-CeO2 precursor,,,AIR,Pt-Ga hetero duo-atomic site on CeO2,,in situ formed pt ga hetero duo atomic catalyst for efficient hydrogen storage i.json,O,,O,,,,yes,3.00,25.00
3,Pt/Ga-CeO2 precursor,,,,,,,,,,,,Pt1-Ga1/CeO2,300.00,1.00,AIR,Pt-Ga hetero duo-atomic site on CeO2,,in situ formed pt ga hetero duo atomic catalyst for efficient hydrogen storage i.json,O,,O,,,,,,
1,Zn(NO3)2·6H2O (zinc nitrate hexahydrate),79 g,1-Butyl-3-methylimidazolium tetrafluoroborate ([BMIM][BF4]),5 mL,CH3OH (methanol),100 mL,2-MeIM (2-methylimidazole),6.56 g,,,,,NFB-ZIF8,,,AIR,"Ni-N4 and Fe-N4 sites in N,F,B-codoped carbon matrix",,ionic liquid assisted synthesis of higher loaded nife dual atom catalysts in n f.json,N,4,N,4,,,,,25.00
2,NFB-ZIF8,1 g,Ni(acac)2 (nickel(II) acetylacetonate),0.1027 g,Fe(acac)3 (iron(III) acetylacetonate),0.565 g,CH3OH (methanol),200 mL (100 mL + 100 mL),,,,,NFB-NiFe@ZIF8,,,AIR,"Ni-N4 and Fe-N4 sites in N,F,B-codoped carbon matrix",,ionic liquid assisted synthesis of higher loaded nife dual atom catalysts in n f.json,N,4,N,4,,,,,25.00
3,NFB-NiFe@ZIF8,as-synthesized precursor,N2 (nitrogen gas),,3 M HCl (hydrochloric acid),"excess, immersion",,,,,,,NFB-NiFe@NC,920.00,2.00,N2,"Ni-N4 and Fe-N4 sites in N,F,B-codoped carbon matrix",,ionic liquid assisted synthesis of higher loaded nife dual atom catalysts in n f.json,N,4,N,4,,,,,
1,FeCl3·6H2O (iron(III) chloride hexahydrate),,K4[Fe(CN)6] (potassium ferrocyanide),,Co(NO3)2·6H2O (cobalt(II) nitrate hexahydrate),,NH4Cl (ammonium chloride),,,,,,(NH4)2Co[Fe(CN)6],,,AIR,N3-Fe-Co-N,2.5 Å,janus effect of feco dual atom catalyst with co as active center in acidic oxyge.json,N,3,N,3,,,,,25.00
2,(NH4)2Co[Fe(CN)6],,ZIF-8 (zeolitic imidazolate framework-8),,,,,,,,,,T-FeCo-N-C,800.00,2.00,AR,N3-Fe-Co-N,2.5 Å,janus effect of feco dual atom catalyst with co as active center in acidic oxyge.json,N,3,N,3,,,,,
1,FeCl₃·6H₂O (iron(III) chloride hexahydrate),,K₄[Fe(CN)₆] (potassium ferrocyanide),,NH₄Cl (ammonium chloride),,CoCl₂·6H₂O (cobalt(II) chloride hexahydrate),,,,,,(NH₄)₃Co[Fe(CN)₆]₂,,,AIR,N₃-Fe-Co-N,2.5 Å,janus effect of feco dual atom catalyst with co as active center in acidic.json,N,3,N,3,,,yes,22.50,25.00
2,(NH₄)₃Co[Fe(CN)₆]₂,,ZIF-8,,,,,,,,,,T-FeCo@ZIF-8,,,AR,N₃-Fe-Co-N,2.5 Å,janus effect of feco dual atom catalyst with co as active center in acidic.json,N,3,N,3,,,,,800.00
3,T-FeCo@ZIF-8,,,,,,,,,,,,T-FeCo-N-C,800.00,2.00,AR,N₃-Fe-Co-N,2.5 Å,janus effect of feco dual atom catalyst with co as active center in acidic.json,N,3,N,3,,,,,
1,"1,10-phenanthroline",,"Ni precursor (e.g., Ni(NO3)2·6H2O)",,"Cu precursor (e.g., Cu(NO3)2·3H2O)",,,,,,,,Cu/Ni-Phen complex,,,AIR,Cu-Ni dual-atom sites on N-doped carbon,4.08 Å,leveraging the intermetal distance in dual atom catalysts revealing optimized sy.json,N,,N,,,,,,25.00
2,Cu/Ni-Phen complex,,carbon black (commercial),,C2H5OH (ethanol) or H2O,,,,,,,,Cu/Ni-Phen/carbon mixture,,,AIR,Cu-Ni dual-atom sites on N-doped carbon,4.08 Å,leveraging the intermetal distance in dual atom catalysts revealing optimized sy.json,N,,N,,,,,,25.00
3,Cu/Ni-Phen/carbon mixture,,,,,,,,,,,,pyrolyzed Cu/Ni-NC precursor,,,N2,Cu-Ni dual-atom sites on N-doped carbon,4.08 Å,leveraging the intermetal distance in dual atom catalysts revealing optimized sy.json,N,,N,,,,,,650.00
4,pyrolyzed Cu/Ni-NC precursor,,"acid (e.g., HCl or H2SO4)",,,,,,,,,,Cu/Ni-NC,25.00,,AIR,Cu-Ni dual-atom sites on N-doped carbon,4.08 Å,leveraging the intermetal distance in dual atom catalysts revealing optimized sy.json,N,,N,,,,,,
1,MoCl5 (molybdenum pentachloride),12.5 mg,H2O (water),0.2 mL,NH4OH (ammonium hydroxide),1 mL of 0.25 M,dicyandiamide,0.8 g,carbon black,0.16 g,,,precursor for Ir-Mo DAC/NC,,,AIR,N-coordinated Ir–Mo dual-atom sites,,n coordinated iridium molybdenum dual atom catalysts enabling efficient bifuncti.json,N,,N,,,,,,25.00
2,precursor for Ir-Mo DAC/NC,,Na2CO3 (sodium carbonate),"25 M solution, dropwise addition",IrCl3·xH2O (iridium chloride hydrate),1 mL of 5.5 mg/mL solution,,,,,,,Ir-Mo DAC/NC,90.00,,vacuum,N-coordinated Ir–Mo dual-atom sites,,n coordinated iridium molybdenum dual atom catalysts enabling efficient bifuncti.json,N,,N,,,,,,
1,BIM-Cu (benzimidazole-Cu complex),0.01 g,ZIF-8,0.18 g,"DMF (N,N-dimethylformamide)",5 mL,,,,,,,ZnN₄Cu/C,,,AIR,ZnCuN₆,,nature inspired diatomic zn cu pairs trigger active two oh involved oxygen reduc.json,N,,N,,,,,,25.00
2,ZnN₄Cu/C,,,,,,,,,,,,ZnN₄Cu /C (intermediate),,,,ZnCuN₆,,nature inspired diatomic zn cu pairs trigger active two oh involved oxygen reduc.json,N,,N,,,,,,
3,ZnN₄Cu /C (intermediate),,,,,,,,,,,,ZnCuN₆/C,,,AR,ZnCuN₆,,nature inspired diatomic zn cu pairs trigger active two oh involved oxygen reduc.json,N,,N,,,,,,
1,Zn(NO₃)₂·6H₂O (zinc nitrate hexahydrate),1.8 g,2-methylimidazole,13.5 g,FeCl₃ (iron(III) chloride),162.2 mg,CoCl₂ (cobalt(II) chloride),129.8 mg,H₂O (deionized water),200 mL,,,FeCo-ZIF,,,AIR,Fe-N and Co-N moieties on N-doped carbon,,non radical revolution fe co dual atomn c catalysts unlocking singlet oxygen dom.json,N,4.4,N,4.7,,,yes,2.00,25.00
2,FeCo-ZIF,,,,,,,,,,,,FeCo-ZIF precursor,,,,Fe-N and Co-N moieties on N-doped carbon,,non radical revolution fe co dual atomn c catalysts unlocking singlet oxygen dom.json,N,4.4,N,4.7,,,,,180.00
3,FeCo-ZIF precursor,,,,,,,,,,,,FeCo/NC,900.00,2.00,N₂,Fe-N and Co-N moieties on N-doped carbon,,non radical revolution fe co dual atomn c catalysts unlocking singlet oxygen dom.json,N,4.4,N,4.7,,,,,
1,NC,60 mg,Solution A: FeSO4·7H2O (iron(II) sulfate heptahydrate),200 mg,"bpy (2,2'-bipyridine)",400 mg,DI water (deionized water),10 mL,ethanol (C2H5OH),10 mL,,,NC-Fe-bpy,,,AIR,Pt-Fe dual sites on N-doped carbon,,noncovalent assembly strategy for efficient synthesis of dual atom catalysts.json,N,,N,,,,,,25.00
2,NC-Fe-bpy,,DI water (deionized water),10 mL,ethanol (C2H5OH),10 mL,Chloroplatinic acid aqueous solution (H2PtCl6),"0.0384 M, 100 μL",,,,,NC-Fe-bpy-Pt,,,AIR,Pt-Fe dual sites on N-doped carbon,,noncovalent assembly strategy for efficient synthesis of dual atom catalysts.json,N,,N,,,,,,25.00
3,NC-Fe-bpy-Pt,,,,,,,,,,,,PtFe-DAC,,,AR,Pt-Fe dual sites on N-doped carbon,,noncovalent assembly strategy for efficient synthesis of dual atom catalysts.json,N,,N,,,,,,1000.00
4,PtFe-DAC,,,,,,,,,,,,,,,,Pt-Fe dual sites on N-doped carbon,,noncovalent assembly strategy for efficient synthesis of dual atom catalysts.json,N,,N,,,,,,
1,Na2WO4·2H2O (sodium tungstate dihydrate),,(NH4)6Mo7O24·4H2O (ammonium heptamolybdate tetrahydrate),,GO (graphene oxide),,,,,,,,POMs-GO self-assembled precursor,,,AIR,W─O─Mo─O─C,3.29 Å,o coordinated w mo dual atom catalyst forph universal electrocatalytic hydrogen .json,"O, C/N, W","4.1, 1.1, 0.9","O, C/N, Mo",,,,,,25.00
2,POMs-GO self-assembled precursor,,,,,,,,,,,,p-RGO with O-coordinated W-Mo heterodimers,,,HE,W─O─Mo─O─C,3.29 Å,o coordinated w mo dual atom catalyst forph universal electrocatalytic hydrogen .json,"O, C/N, W","4.1, 1.1, 0.9","O, C/N, Mo",,,,,,190.00
3,p-RGO with O-coordinated W-Mo heterodimers,,NH3 (ammonia),,,,,,,,,,W1Mo1-NG,800.00,,NH3,W─O─Mo─O─C,3.29 Å,o coordinated w mo dual atom catalyst forph universal electrocatalytic hydrogen .json,"O, C/N, W","4.1, 1.1, 0.9","O, C/N, Mo",,,,,,
1,GO (graphene oxide),8 mg/ml suspension,FeCl₃·6H₂O (iron(III) chloride hexahydrate),125 μL of 0.05 M solution,CoCl₂·6H₂O (cobalt(II) chloride hexahydrate),125 μL of 0.05 M solution,acrylamide (25 wt%),2 mL,deionized water (DI water),120 mL + 50 mL + 200 mL,,,metal-precursor-loaded GO-acrylamide composite,,,AIR,FeCoN₈,,one step laser synthesis of dual atom alloy catalysts for hydrogen evolution rea.json,N,,N,,,,yes,23.00,25.00
2,metal-precursor-loaded GO-acrylamide composite,freeze-dried sample,,,,,,,,,,,partially annealed intermediate,,,AR,FeCoN₈,,one step laser synthesis of dual atom alloy catalysts for hydrogen evolution rea.json,N,,N,,,,,,300.00
3,partially annealed intermediate,blackish sample,H₂SO₄ (0.05 M),washing solvent,ethanol (96%),washing solvent,,,,,,,FeCoN₈-DAC,500.00,3.00,AR,FeCoN₈,,one step laser synthesis of dual atom alloy catalysts for hydrogen evolution rea.json,N,,N,,,,,,
1,Ru-PCN,150 mg,Zn(OOCCH₃)₂ (zinc acetate),3.0 mg,H₂O (distilled water),30 mL,C₃H₈O (isopropanol),4 mL,,,,,RuZn-PCN-P,,,AIR,Ru-Zn dual-atom site on polymeric carbon nitride,2.512 ± 0.087 Å,photo induced synthesis of heteronuclear.json,"N, C",,"N, C",,,,,,25.00
2,RuZn-PCN-P,,,,,,,,,,,,RuZn-PCN-P (dried),60.00,12.00,AIR,Ru-Zn dual-atom site on polymeric carbon nitride,2.512 ± 0.087 Å,photo induced synthesis of heteronuclear.json,"N, C",,"N, C",,,,,,
1,In(NO₃)₃·xH₂O (indium(III) nitrate hydrate),3.5 g,Na₂CO₃ (sodium carbonate),10 g,IrCl₃·3H₂O (iridium(III) chloride trihydrate),0.0259 g,H₂O (deionized water),45 mL + 100 mL,,,,,Ir₁-In₂O₃,,,AIR,Ir₁Pd₁ on In₂O₃,"4.4 Å, 5.8 Å, 6.4 Å",photoinduced precise synthesis of diatomic ir pd in o for co hydrogenation to me.json,O,,O,,,,yes,1.00,25.00
2,Ir₁-In₂O₃,as-prepared,Na₂PdCl₄ (sodium tetrachloropalladate),0.0035 g,H₂O (deionized water),not specified,,,,,,,Ir₁Pd₁-In₂O₃ (CP-PD),25.00,,,Ir₁Pd₁ on In₂O₃,"4.4 Å, 5.8 Å, 6.4 Å",photoinduced precise synthesis of diatomic ir pd in o for co hydrogenation to me.json,O,,O,,,,,,
1,"TRIS (tris(hydroxymethyl)aminomethane, C4H11NO3)",19.71 g,"PS microspheres (polystyrene, C8H8)",900 mg,deionized water,100 mL,,,,,,,PS@TRIS,,,AIR,Fe2N5P,,precisely designing p synergized dual atom fe sites achieving boosted electrocat.json,"N, P","5, 1",,,,,,,25.00
2,PS@TRIS,as prepared in step 1,"CDD (diiron hexacarbonyl cyclopentadienyl dimer, C14H10Fe2O4)",4 mg,"MAP (melamine phosphate, C3H9N6O4P)",30 mg,"DMF (N,N-dimethylformamide, HCON(CH3)2)",2 mL,,,,,PS@CDD,,,AIR,Fe2N5P,,precisely designing p synergized dual atom fe sites achieving boosted electrocat.json,"N, P","5, 1",,,,,,,25.00
3,PS@CDD,as prepared in step 2,,,,,,,,,,,Fe2N5P-HPC,900.00,2.00,N2,Fe2N5P,,precisely designing p synergized dual atom fe sites achieving boosted electrocat.json,"N, P","5, 1",,,,,,,
1,urea,50 mg,,,,,,,,,,,Fe₂-N₆,700.00,,,Fe₂-N₆,,pure zro2 ferroelectric thin film for nonvolatile memory and neural network comp.json,N,6,,,,,,,
1,"H8DBCO (228 mg, 0.5 mmol)",228 mg (0.5 mmol),Cu(OAc)2·H2O (copper(II) acetate monohydrate),199 mg (1 mmol),deionized water,30.4 mL,"DMF (N,N-dimethylformamide)",9.6 mL,,,,,Cu-DBCO,25.00,,AIR,Cu-Ni diatomic sites in DBCO-based MOF,,rational design of conductive mof based diatomic electrocatalysts for selective .json,"N, O",,"N, O",,,,,,
1,Zn(NO3)2·6H2O (zinc nitrate hexahydrate),2.87 g,2-methylimidazole (2-MeIM),2.46 g,CH3OH (methanol),150 mL total (105 mL + 45 mL),,,,,,,ZIF-8,,,AIR,"Cu/Ni-N2C, Cu/Ni-N3C, Cu/Ni-N4C, Cu/Ni-N2.2C",,rational synthesis of dual atom catalysts for optimized thermochemical co reduct.json,N,,N,,,,,,25.00
2,ZIF-8,300 mg,Ni(NO3)2·6H2O (nickel nitrate hexahydrate),"25 mg/mL, 160 μL",Cu(NO3)2 (copper dinitrate),"25 mg/mL, 160 μL",C6H14 (n-hexane),30 mL,,,,,Cu/Ni-ZIF,,,AIR,"Cu/Ni-N2C, Cu/Ni-N3C, Cu/Ni-N4C, Cu/Ni-N2.2C",,rational synthesis of dual atom catalysts for optimized thermochemical co reduct.json,N,,N,,,,yes,1.00,25.00
3,Cu/Ni-ZIF,,,,,,,,,,,,"Cu/Ni-NxC (x = 2, 3, 4, or 2.2)",800.00,1.00,N2,"Cu/Ni-N2C, Cu/Ni-N3C, Cu/Ni-N4C, Cu/Ni-N2.2C",,rational synthesis of dual atom catalysts for optimized thermochemical co reduct.json,N,,N,,,,,,
1,Ce(NO₃)₃·6H₂O (cerium(III) nitrate hexahydrate),dissolved in deionized water,,,,,,,,,,,CeO₂ precursor,,,AIR,Pd₁V atom pair on CeO₂,,regulation lattice oxygen mobility via dual single atoms for simultaneously enha.json,O,,O,,,,,,80.00
2,CeO₂ nanosheets,0.5 g,NH₄VO₃ (ammonium metavanadate),0.1352 g,Pd(NO₃)₂·2H₂O (palladium nitrate dihydrate),added as solution,deionized water,60 mL (for CeO₂ suspension) + 100 mL (for NH₄VO₃ dissolution),,,,,Pd₁V/CeO₂ precursor,,,AIR,Pd₁V atom pair on CeO₂,,regulation lattice oxygen mobility via dual single atoms for simultaneously enha.json,O,,O,,,,,,80.00
3,Pd₁V/CeO₂ precursor,as obtained,,,,,,,,,,,Pd₁V/CeO₂,300.00,2.00,AIR,Pd₁V atom pair on CeO₂,,regulation lattice oxygen mobility via dual single atoms for simultaneously enha.json,O,,O,,,,,,
1,Pluronic F127,0.675 g,"2,6-diaminopyridine (DAP)",0.750 g,H2O (deionized water),31.33 mL,,,,,,,DAP-F127 polymer solution,,,AIR,FeNi diatomic sites and FeNi alloy nanoparticles on N-doped hollow porous carbon,,regulation of the diatomic site electronic structure with alloy nanoparticles in.json,"N, C",,"N, C",,,,,,30.00
2,ethanol,7.900 g,tetraethoxysilane (TEOS),3.488 g,formaldehyde solution (37.0 wt%),1.50 mL,DAP-F127 polymer solution,as prepared in step 1,Iron(III) acetylacetonate (Fe(acac)₃),0.488 g,Nickel(II) acetylacetonate (Ni(acac)₂),0.346 g,pre-polymerized SiO₂@polymer-Fe-Ni composite,,,AIR,FeNi diatomic sites and FeNi alloy nanoparticles on N-doped hollow porous carbon,,regulation of the diatomic site electronic structure with alloy nanoparticles in.json,"N, C",,"N, C",,,,,,100.00
3,pre-polymerized SiO₂@polymer-Fe-Ni composite,as prepared in step 2,,,,,,,,,,,Fe-Ni@N/C,350.00,3.00,N2,FeNi diatomic sites and FeNi alloy nanoparticles on N-doped hollow porous carbon,,regulation of the diatomic site electronic structure with alloy nanoparticles in.json,"N, C",,"N, C",,,,,,
1,Cu(NO₃)₂·3H₂O (copper(II) nitrate trihydrate),0.5 mmol,Bi(NO₃)₃·5H₂O (bismuth(III) nitrate pentahydrate),1.0 mmol,Triton X-100,2.0 mL,NH₃·H₂O (aqueous ammonia),2.0 mL,C₂H₅OH (ethanol),40 mL,,,Cu-Bi-O precursor,,,AIR,Ru-N₄ and Cu-Cu nanocluster on Bi₂O₃,2.56 Å,ru single atom dispersed cu nanocluster dual sites enable outstanding photocatal.json,N,4,"Cu, O","3.2, 2.8",,,yes,2.00,25.00
2,Cu-Bi-O precursor,as-synthesized,RuCl₃ (ruthenium(III) chloride),0.025 mmol,C₂H₅OH (ethanol),20 mL,,,,,,,Ru/Cu-Bi-O,,,AIR,Ru-N₄ and Cu-Cu nanocluster on Bi₂O₃,2.56 Å,ru single atom dispersed cu nanocluster dual sites enable outstanding photocatal.json,N,4,"Cu, O","3.2, 2.8",,,,,25.00
3,Ru/Cu-Bi-O,as-dried,,,,,,,,,,,Ru-SA/Cu-NC@Bi₂O₃,400.00,2.00,AR,Ru-N₄ and Cu-Cu nanocluster on Bi₂O₃,2.56 Å,ru single atom dispersed cu nanocluster dual sites enable outstanding photocatal.json,N,4,"Cu, O","3.2, 2.8",,,,,
1,MoCl5 (molybdenum pentachloride),12.5 mg,H2O (water),0.2 mL,NH4OH (ammonium hydroxide),1 mL of 0.25 M,dicyandiamide,0.8 g,carbon black,0.16 g,,,precursor for Ir-Mo DAC/NC,,,AIR,N-coordinated Ir-Mo dual-atom sites,,seed mediated engineering of dual atom ag pd synergy on ceo2 for selective trans.json,N,,N,,,,,,25.00
2,precursor for Ir-Mo DAC/NC,,IrCl3·xH2O (iridium chloride hydrate),1 mL of 5.5 mg/mL solution added at 90 ℃,Na2CO3 (sodium carbonate),"25 M solution, volume not specified",,,,,,,Ir-Mo DAC/NC,900.00,,vacuum,N-coordinated Ir-Mo dual-atom sites,,seed mediated engineering of dual atom ag pd synergy on ceo2 for selective trans.json,N,,N,,,,,,
1,Co(NO3)2·6H2O (cobalt nitrate hexahydrate),2.9 g (10 mmol),Al(NO3)3·9H2O (aluminum nitrate nonahydrate),1.7 g (4.5 mmol),La(NO3)3·6H2O (lanthanum nitrate hexahydrate),0.2 g (0.5 mmol),H2O (distilled water),20 mL,,,,,Co-Al-La hydroxide precipitate,,,AIR,Ru-La dual atoms on Co₂AlO support,,selective upcycling of polycarbonate waste to cyclohexanol via rula dual atom ca.json,"O, N",,"O, N",,,,yes,16.00,25.00
2,Co-Al-La hydroxide precipitate,,NaOH,1.4 g,H2O (deionized water),40 mL,,,,,,,washed and dried Co-Al-La hydroxide,,,AIR,Ru-La dual atoms on Co₂AlO support,,selective upcycling of polycarbonate waste to cyclohexanol via rula dual atom ca.json,"O, N",,"O, N",,,,yes,16.00,24.00
3,washed and dried Co-Al-La hydroxide,,RuCl3·3H2O (ruthenium(III) chloride trihydrate),20 mg in 4 mL H2O (5 mg mL⁻¹ solution),,,,,,,,,RuLa-DA/Co2AlO,400.00,2.00,H2,Ru-La dual atoms on Co₂AlO support,,selective upcycling of polycarbonate waste to cyclohexanol via rula dual atom ca.json,"O, N",,"O, N",,,,,,
1,Co(CH3COO)2·4H2O (cobalt(II) acetate tetrahydrate),50 mg,melamine,12 g,L-alanine,2 g,,,,,,,pre-mixed precursor,,,AIR,,,spatial engineering and d orbital coupling in axial dual atom sites for bifuncti.json,,,,,,,,,60.00
2,pre-mixed precursor,,ethanol,10 mL,HCl (hydrochloric acid),2 mL,,,,,,,acid-treated mixture,,,AIR,,,spatial engineering and d orbital coupling in axial dual atom sites for bifuncti.json,,,,,,,,,
3,acid-treated mixture,,,,,,,,,,,,Co-NG,800.00,,AR,,,spatial engineering and d orbital coupling in axial dual atom sites for bifuncti.json,,,,,,,,,
1,CeO2 (cerium(IV) oxide),1 g,Cu(NO3)2·3H2O (copper(II) nitrate trihydrate),calculated amount for 5 wt% Cu loading,Na2CO3 (sodium carbonate anhydrous),excess,H2O (deionized water),sufficient volume,,,,,CuO/CeO2,,,AIR,Cu-Cu dimer with one Cu atom embedded in CeO2 lattice (Cub) and the other supported on-top (Cua),,spatially asymmetrical copper dimer in ceria as an efficiently synergistic.json,O,,"O, Ce",,,,,,25.00
2,CuO/CeO2,as-prepared,,,,,,,,,,,Cu/CeO2-H2,,,H2,Cu-Cu dimer with one Cu atom embedded in CeO2 lattice (Cub) and the other supported on-top (Cua),,spatially asymmetrical copper dimer in ceria as an efficiently synergistic.json,O,,"O, Ce",,,,,,500.00
3,Cu/CeO2-H2,as-obtained,,,,,,,,,,,Cu/CeO2-He,,,HE,Cu-Cu dimer with one Cu atom embedded in CeO2 lattice (Cub) and the other supported on-top (Cua),,spatially asymmetrical copper dimer in ceria as an efficiently synergistic.json,O,,"O, Ce",,,,,,500.00
4,CuO/CeO2,as-prepared,,,,,,,,,,,Cu/CeO2-He-He,500.00,2.00,HE,Cu-Cu dimer with one Cu atom embedded in CeO2 lattice (Cub) and the other supported on-top (Cua),,spatially asymmetrical copper dimer in ceria as an efficiently synergistic.json,O,,"O, Ce",,,,,,
1,Zn(NO3)2·6H2O (zinc nitrate hexahydrate),2.4 g,2-mIm (2-methylimidazole),2.624 g,CH3OH (methanol),30 mL,,,,,,,ZIF-8,,,,Fe2 (diatomic Fe sites),3.04 Å,sublimation transformation synthesis of dual atom fe catalysts for efficient oxy.json,"N/O, Fe","5.4, 1.3",,,,,,,120.00
2,ZIF-8,,,,,,,,,,,,NC (nitrogen-doped porous carbon),,,AR,Fe2 (diatomic Fe sites),3.04 Å,sublimation transformation synthesis of dual atom fe catalysts for efficient oxy.json,"N/O, Fe","5.4, 1.3",,,,,,,900.00
3,FeCl3 (iron(III) chloride),100 mg,NC (nitrogen-doped porous carbon),50 mg,,,,,,,,,Fe2ClX/NC,300.00,2.00,AR,Fe2 (diatomic Fe sites),3.04 Å,sublimation transformation synthesis of dual atom fe catalysts for efficient oxy.json,"N/O, Fe","5.4, 1.3",,,,,,,
